INFO: Start processing file: data_b1.txt
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21265,152
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21266,246
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21267,393
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21267,668
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21269,302
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21271,831
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21271,883
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21276,502
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21277,555
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21280,648
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21281,111
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21282,977
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21284,105
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21284,362
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21285,611
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21286,608
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21286,643
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21286,997
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21290,194
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21291,019
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21299,400
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21302,380
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21302,380
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21302,744
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21303,562
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21309,239
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21310,586
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21310,695
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21311,488
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21311,563
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21315,516
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21315,878
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21319,664
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21319,793
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21319,990
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21321,800
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21323,206
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21325,420
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21325,802
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21326,506
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21329,758
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21329,925
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21330,158
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21330,800
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21332,140
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21332,287
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21332,655
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21333,000
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21336,870
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21340,880
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21341,658
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21342,691
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21343,989
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21348,360
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21348,890
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21349,028
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21349,677
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21349,980
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21351,491
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21351,660
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21352,433
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21353,096
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21354,684
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21354,922
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21355,194
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21356,053
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21357,686
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21357,728
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21357,826
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21358,527
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21362,629
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21363,141
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21363,605
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21363,621
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21364,084
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21364,221
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21364,626
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21364,760
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21365,967
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21366,223
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21370,010
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21372,873
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21373,812
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21379,125
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21379,470
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21380,695
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21382,175
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21385,949
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21386,366
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21386,767
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21391,224
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21396,600
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21396,794
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21402,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21403,720
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21406,462
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21406,720
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21408,701
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21408,790
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21410,345
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21413,690
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21415,900
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21417,094
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21418,250
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21418,365
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21418,721
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21418,880
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21419,194
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21420,625
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21424,310
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21424,530
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21428,272
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21428,437
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21430,641
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21431,660
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21432,037
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21432,546
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21434,305
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21434,926
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21436,598
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21437,437
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21441,600
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21445,008
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21446,026
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21447,559
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21448,990
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21450,010
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21451,399
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21455,253
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21459,253
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21459,357
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21461,591
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21464,007
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21464,599
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21464,722
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21464,930
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21465,080
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21465,802
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21466,817
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21467,930
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21469,430
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21469,470
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21469,500
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21471,362
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21476,488
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21477,817
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21478,197
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21478,984
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21480,790
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21481,750
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21482,005
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21482,076
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21483,030
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21485,561
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21487,771
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21487,938
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21488,662
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21488,994
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21490,848
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21491,076
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21494,940
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21496,874
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21498,915
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21499,095
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21500,713
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21500,981
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21501,530
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21502,194
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21503,109
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21505,437
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21507,040
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21508,146
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21509,492
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21510,620
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21513,135
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21513,264
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21513,653
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21513,863
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21516,553
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21518,037
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21519,076
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21520,000
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21524,760
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21527,125
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21527,955
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21528,642
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21530,084
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21530,580
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21534,440
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21535,440
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21538,256
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21541,491
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21543,650
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21549,177
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21549,333
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21555,870
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21557,922
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21558,038
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21560,581
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21562,560
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21569,418
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21571,959
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21574,013
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21575,317
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21576,347
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21576,999
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21577,266
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21580,787
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21582,182
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21582,560
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21584,695
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21584,832
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21587,315
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21588,098
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21588,140
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21588,150
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21591,899
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21591,927
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21593,070
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21594,100
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21595,545
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21596,216
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21596,627
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21596,988
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21600,677
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21603,302
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21604,001
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21605,804
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21607,675
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21612,730
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21614,160
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21615,093
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21618,430
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21618,550
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21618,597
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21622,280
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21622,309
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21622,947
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21626,530
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21628,655
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21628,730
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21631,769
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21633,100
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21637,390
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21637,785
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21638,740
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21640,410
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21640,488
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21647,319
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21648,405
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21649,772
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21650,756
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21652,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21655,080
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21657,100
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21659,220
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21660,250
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21660,507
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21666,030
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21666,287
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21667,267
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21667,678
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21667,710
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21672,830
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21674,800
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21677,921
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21678,004
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21681,590
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21682,044
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21682,387
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21682,523
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21682,790
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21688,059
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21688,087
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21689,671
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21691,761
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21698,664
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21699,660
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21701,298
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21701,414
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21703,818
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21704,850
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21707,330
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21708,120
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21710,310
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21711,681
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21711,843
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21712,017
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21714,720
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21715,494
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21716,592
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21716,910
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21719,905
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21720,568
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21720,782
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21722,592
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21722,643
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21722,687
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21723,529
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21725,427
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21727,041
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21729,661
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21730,137
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21730,581
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21736,936
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21737,480
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21738,070
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21741,352
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21742,910
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21743,140
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21743,740
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21745,052
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21745,450
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21745,817
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21750,727
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21751,198
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21752,752
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21756,422
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21759,077
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21759,885
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21762,063
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21765,847
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21766,537
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21766,721
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21768,893
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21772,696
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21776,880
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21778,134
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21779,455
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21781,312
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21782,859
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21784,220
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21785,300
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21786,196
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21786,742
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21787,460
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21790,520
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21790,798
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21792,379
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21792,496
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21792,971
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21797,874
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21798,057
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21800,620
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21803,197
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21803,232
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21806,919
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21807,094
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21807,130
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21808,241
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21810,230
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21813,180
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21813,200
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21814,164
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21814,681
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21816,295
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21817,148
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21817,356
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21819,024
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21819,936
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21820,190
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21820,755
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21820,777
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21820,910
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21821,199
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21821,720
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21821,822
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21826,987
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21827,440
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21827,622
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21828,541
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21831,703
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21831,950
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21832,520
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21832,712
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21832,850
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21835,278
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21835,606
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21837,620
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21838,216
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21840,124
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21840,600
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21842,190
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21844,674
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21845,180
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21851,191
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21851,427
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21852,353
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21854,769
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21857,922
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21858,703
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21859,855
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21860,938
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21867,407
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21867,702
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21869,138
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21871,541
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21873,510
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21874,339
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21874,444
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21875,640
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21878,290
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21878,554
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21879,717
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21881,793
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21881,947
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21882,569
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21884,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21884,872
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21886,955
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21888,193
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21889,336
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21889,466
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21891,308
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21891,353
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21891,979
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21894,787
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21895,667
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21898,901
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21899,628
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21899,636
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21899,842
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21900,310
